16.376  1.00204459  1002.04458743
16.584  1.01358763  1013.58763181
16.897  1.01403446  1014.03445934
17.001  1.01336422  1013.36421805
17.522  1.00874700  1008.74700030
18.043  1.00576815  1005.76815013
18.46   1.01031090  1010.31089663
19.085  1.03429064  1034.29064045
19.501  1.05238716  1052.38715520
20.022  1.07807974  1078.07973786
20.543  1.09424000  1094.24000000
20.925  1.09245269  1092.45268990
22.037  1.08396297  1083.96296693
24.086  1.06832400  1068.32400357
26.065  1.05328081  1053.28081025
27.976  1.03868444  1038.68444444
28.497  1.03473747  1034.73746798
29.017  1.03079049  1030.79049151
29.538  1.01708778  1017.08778076
29.539  0           0           
