0.0     0.55156900  603.54890676
1.633   0.59158700  647.33800417
3.682   0.64576100  706.61712243
4.029   0.66529300  727.99037236
4.203   0.69033800  755.39579386
4.55    0.77806400  851.38924039
4.724   0.82475200  902.47652070
5.071   0.90893900  994.59746202
5.245   0.92949200  1017.08778076
5.766   0.94201500  1030.79049151
6.286   0.94562200  1034.73746798
6.807   0.94922900  1038.68444444
8.718   0.96256800  1053.28081025
10.697  0.97631600  1068.32400357
12.746  0.99060800  1083.96296693
13.858  0.99836700  1092.45268990
14.24   1.00000000  1094.24000000
14.761  0.98523200  1078.07973786
15.282  0.96175200  1052.38715520
15.698  0.94521400  1034.29064045
16.323  0.92329900  1010.31089663
16.74   0.91914800  1005.76815013
17.261  0.92187000  1008.74700030
17.782  0.92609000  1013.36421805
17.886  0.92670200  1014.03445934
18.199  0.92629400  1013.58763181
18.407  0.91574500  1002.04458743
18.511  0.90730600  992.81015192
18.72   0.88777300  971.43690200
19.032  0.85408500  934.57363122
19.241  0.82863100  906.72138219
19.449  0.79365000  868.44315758
19.762  0.76329600  835.22897825
19.866  0.76288800  834.78215073
19.97   0.76867300  841.11220733
20.178  0.78480200  858.76189455
20.283  0.78779700  862.03862973
20.387  0.77030600  842.89951743
20.491  0.74587300  816.16433721
20.804  0.67237100  735.73538278
21.22   0.61370600  671.54116175
21.846  0.56620100  619.56022639
22.262  0.53455500  584.93109324
22.471  0.52039900  569.44107239
22.783  0.51202800  560.28110813
23.304  0.50202300  549.33383378
23.513  0.49147400  537.79078940
23.721  0.46826700  512.39609175
23.929  0.43947800  480.89475127
24.346  0.39183800  428.76487340
25.075  0.32623100  356.97458445
25.701  0.26899400  294.34425976
26.256  0.20855900  228.21378612
27.229  0.14805600  162.00884123
27.784  0.12280700  134.38000596
28.757  0.10626900  116.28349121
29.729  0.09817000  107.42141197
30.771  0.09306600  101.83606792
31.813  0.08979900  98.26144772
32.786  0.08789300  96.17625261
33.793  0.08748500  95.72942508
34.279  0.08728100  95.50601132
34.591  0.08721300  95.43154007
34.661  0.08721300  95.43154007
34.783  0.08612400  94.24000000
